,Size,Society,Location,total_sqft,Available by,Age(in yrs),Status,Price(In Lakhs)
30811,3,Creative Nexus Aryan 79,Moshi,1143,Ready To Move,3,Resale,55
30812,2,Shree Sonigara Vivanta,Tathawade,966, Dec 2023,0,New,50
30813,3,ARV New Town,Undri,1387,Ready To Move,3,Resale,62
30814,1,Prakalp Pride,Baner,407, Jun 2025,0,New,27.49
30815,1,Mahalaxmi Dew Drop,Saswad,506, Aug 2023,0,New,20.25
30816,2,Windsor Swapna Sankul,Lohegaon,810,Ready To Move,9,Resale,36.2
30817,1,Karia Konark Virtue,Mundhwa,550,Ready To Move,1,Resale,47
30818,2,Chandrarang Basileo,Pimple Gurav,710,Ready To Move,6,Resale,79
30819,2,Bhandari 7 Plumeria Drive Phase 1,Tathawade,600, Mar 2025,0,New,77
30820,2,Regent Urbano A Wing,Wagholi,1023,Ready To Move,2,Resale,38.56
30821,2,Ideal Balaji Vishwa,Moshi,893, Aug 2024,0,New,58
30822,2,Vilas Yashwin Supernova,Wakad,607, Nov 2023,0,New,70.26
30823,2,Manav And Nagpal La Centra,Tathawade,900, Dec 2026,0,New,64
30824,2,Nyati Elan South I,Wagholi,1000, Sep 2026,0,New,3.25
30825,3,Shubh Nirvana Viman Nagar,Viman Nagar,1659, Dec 2025,0,New,147
30826,3,Millennium Legacy Millennia A,Tathawade,1150, Apr 2023,0,New,69
30827,3,Yugal Aneesha,Baner,2120, Dec 2026,0,New,210
30828,2,Velx Basil Mondale,Mundhwa,980, Nov 2025,0,New,54.9
30829,2,Kalpataru Sudha Kalash,Pimple Nilakh,800,Ready To Move,16,Resale,96
30830,3,Paranjape Paranjape Gloria Grand,Bavdhan,1550, Nov 2026,0,New,127
30831,2,Rama Metro Life Maxima Residences,Tathawade,730, Nov 2024,0,New,67.7
30832,2,GK Aryavat,Ravet,623, May 2022,0,New,49.31
30833,1,Kolte Patil IVY Botanica,Pimpri,610, Dec 1899,0,New,39.6
30834,1,Solitaire Solitaire Homes Pashan,Pashan,742, Nov 2024,0,New,58.36
30835,2,Pristine Fontana,Bavdhan,1200, Aug 2025,0,New,84.5
30836,2,Bhandari 32 Pinewood Drive Phase 1,Hinjewadi,1053, Dec 2026,0,New,60
30837,2,Global Lifestyle,Hinjewadi,643, Jun 2021,0,New,67.41
30838,1,Swaraj Homes Dhone Nahaar Complex,Kondhwa,600, May 2024,0,New,32
30839,2,Vastushree Vastushree Diona Phase I Residential Wing A,Mundhwa,1121, Dec 2023,0,New,62
30840,2,Kunal Iconia,Mamurdi,1200, Dec 2025,0,New,50
30841,2,Reputed Builder Venkatesh Flora,Warje,850, May 2024,0,New,64
30842,1,KNK Yashshree,Kondhwa Budruk,605, May 2024,0,New,34
30843,2,Aum Sanskruti Aum Sanskruti Housing Casa Imperia Ph 2,Wakad,715, Nov 2023,0,New,64.9
30844,1,Shyama Fortune,Moshi,579,Ready To Move,1,Resale,29.25
30845,2,Unique K City,Mundhwa,1033, Nov 2024,0,New,58
30846,3,Sagar Waters Edge,Balewadi,1782, Nov 2023,0,New,160
30847,3,Anagha Dharmaganga,Ravet,1000,Ready To Move,5,Resale,64.71
30848,3,Lodha Kharadi Pune Phase II Tower 7,Wagholi,1450, Apr 2027,0,New,151
30849,2,Karia Konark Elegance,Wadgaon Sheri,1250,Ready To Move,11,Resale,110
30850,2,Paranjape Gloria Grace,Bavdhan,1140, Jul 2026,0,New,105
30851,2,Vilas Palladio Phase 2,Tathawade,995,Ready To Move,1,Resale,58
30852,2,Kalarch Sucasa,Wakad,1196, Dec 2026,0,New,85
30853,2,Lalwani Vastu,Viman Nagar,1100,Ready To Move,2,Resale,69
30854,2,Naiknavare Avon Vista Project 3,Balewadi,1075, Jun 2026,0,New,89
30855,1,Mantra Montana,Dhanori,525, Nov 2024,0,New,35
30856,3,Dynamic Grandeur Premium G,Undri,902, May 2026,0,New,79.02
30857,2,Pristine Greens Phase II,Moshi,852,Ready To Move,1,Resale,47
30858,3,Kolte Patil Centria,Undri,1590, May 2022,0,New,98
30859,2,Majestique Towers East,Kharadi,1190,Ready To Move,2,Resale,75
30860,2,Goel Ganga Aurum Park C,Tathawade,1080, Nov 2027,0,New,56
30861,2,Jalan Aura County Signature,Wagholi,1000, Jan 2025,0,New,48
30862,3,Sattva H And M Royal,Kondhwa,1500, Nov 2026,0,New,100
30863,3,Enerrgia Skyi Songbirds Iris,Bavdhan,1930,Ready To Move,7,Resale,104
30864,2,Rohan Prathama,Hinjewadi,939,Ready To Move,2,Resale,55.27
30865,2,Lodha Belmondo,Gahunje,1755, Aug 2023,0,New,110
30866,1,Yashcon Neon,Moshi,635, Jul 2025,0,New,28.45
30867,1,Unique Palazzo Greens,Hadapsar,625,Ready To Move,1,Resale,28.5
30868,1,Godrej Parkridge,Manjari,354, Mar 2025,0,New,37.79
30869,2,Pharande Puneville Phase I,Tathawade,1060,Ready To Move,2,Resale,42.92
30870,1,Mantra Park View Phase 1 Building A1 A2,Dhayari,655,Ready To Move,3,Resale,35
30871,3,Space 64 Meridien,Ravet,1304,Ready To Move,3,Resale,70.36
30872,3,Kalpataru Estate,Pimple Gurav,1250,Ready To Move,9,Resale,90
30873,2,Rachana 45 Princely Estate,Baner,1020,Ready To Move,2,Resale,94
30874,4,ABIL Castel Royale Grande,Bopodi,4910, Nov 2022,0,New,300
30875,2,Tejraaj Elevia,Shewalewadi,950, Jan 2024,0,New,40
30876,3,Vardhaman Palm Rose,Tathawade,1244,Ready To Move,3,Resale,62.48
30877,3,Saheel Waterfront,Ravet,1204, Aug 2025,0,New,68.5
30878,1,Windsor County,Ambegaon Budruk,600, Aug 2025,0,New,40
30879,2,Geras World Of Joy L,Kharadi,1050, Feb 2026,0,New,135
30880,3,Swaraj Vision,Tathawade,1000, Dec 2025,0,New,62.9
30881,3,Krutika Apartment,Kothrud,1588,Ready To Move,18,Resale,170
30882,2,Pristine Neo City,Wagholi,815, May 2027,0,New,46
30883,2,Enerrgia Skyi Manas Lake Phase II,Bhukum,1100,Ready To Move,2,Resale,65.5
30884,4,Greenscape Meraki Life Phase I,Khandala,7111, Nov 2022,0,New,759
30885,4,Supreme Belmac Residences,Wadgaon Sheri,2089,Ready To Move,3,Resale,217
30886,2,Pharande L Axis Phase II Cluster B,Moshi,1027, May 2025,0,New,104
30887,2,Karia Konark Splendour,Wadgaon Sheri,1100,Ready To Move,14,Resale,98
30888,2,Sai Developers Bavdhan Aura Ville,Bavdhan,12000,Ready To Move,5,Resale,900
30889,1,Paranjape Blue Ridge,Hinjewadi,560,Ready To Move,1,Resale,41
30890,1,Shree Sai Divine Bliss,Punawale,622,Ready To Move,1,Resale,30.46
30891,3,Shree Venkatesh Viom,Kothrud,1069, Nov 2024,0,New,180
30892,2,Tata TATA Housing Prive,Ravet,881,Ready To Move,2,Resale,55.99
30893,2,Mantra 29 Gold Coast,Dhanori,580, Apr 2023,0,New,40.6
30894,2,Atria Dhanashree Aanand 2,Handewadi,1010,Ready To Move,2,Resale,45
30895,3,Mittal Sun Planet,Kothrud,1450,Ready To Move,3,Resale,220
30896,3,Rahul Arcus Phase I Bldg A,Baner,1500,Ready To Move,3,Resale,135
30897,2,Paranjape Gloria Grace,Bavdhan,1000,Ready To Move,9,Resale,79
30898,2,Runwal Spring Park,Baner,1800,Ready To Move,2,Resale,150
30899,2,Mind Queenstown,Chinchwad,1080, Dec 2027,0,New,78.09
30900,4,Supreme Amadore,Pimple Nilakh,2902,Ready To Move,4,Resale,350
30901,2,VTP Township Codename Pegasus,Wagholi,1100, Nov 2024,0,New,39
30902,2,Kumar Paradise,Hadapsar,1190,Ready To Move,2,Resale,86.2
30903,4,Panchshil Towers,Kharadi,3886, Nov 2025,0,New,451
30904,2,Duville Riverdale Heights,Kharadi,722, May 2027,0,New,77.99
30905,2,Rama Krystal World Phase I,Chikhali,987, Sep 2023,0,New,43.49
30906,2,Goel Ganga Utopia,Bavdhan,767, Dec 2023,0,New,80.91
30907,3,Tirupati Vasantam,Dhanori,1550,Ready To Move,8,Resale,79.05
30908,2,Godrej Sky Greens Phase 1,Manjari,624, Mar 2026,0,New,61.3
30909,1,Majestique Mrugavarsha Phase I,Dhayari,368, May 2025,0,New,32
30910,3,Godrej Prana,Undri,1570,Ready To Move,3,Resale,65
30911,3,Oxy Beaumonde Phase 2,Lohegaon,1678, Dec 2025,0,New,135
30912,3,Kolte Patil 24K Sereno,Baner,1590, Dec 2025,0,New,187
30913,2,Oxy Beaumonde Phase 2,Lohegaon,1134, Dec 2025,0,New,103
30914,2,Majestique Towers East,Kharadi,980, May 2024,0,New,84
30915,2,Mihir Amara Phase 1,Wakad,784, Dec 2026,0,New,85.99
30916,2,Tatvam V Uptown,Ravet,1000,Ready To Move,2,Resale,55
30917,2,Lodha Lodha Belmondo,Gahunje,1298, Nov 2022,0,New,117
30918,3,Marvel Zephyr,Kharadi,2250, Feb 2026,0,New,250
30919,1,Orchid Orchid 10 Orchid,Kalewadi,600, Dec 2025,0,New,19
30920,2,Bramha F Residences,Wadgaon Sheri,1250,Ready To Move,6,Resale,110
30921,3,Nyati Enchante II,Kalyani Nagar,1400,Ready To Move,2,Resale,116
30922,2,SVG Royal Exotica,Marunji,2152,Ready To Move,3,Resale,34.43
30923,2,Solitaire Palms C,Moshi,711,Ready To Move,2,Resale,37.5
30924,2,Samarth Angan Kirkatwadi,Kirkatwadi,917, Apr 2025,0,New,40
30925,3,Pride Purple Park Springs,Lohegaon,1360, Nov 2027,0,New,85
30926,3,Landmarkk Luxuria,Pimpri,1382, Dec 2027,0,New,104
30927,2,Sanskruti Meander Wing C,Wagholi,980, Sep 2025,0,New,32
30928,2,Kolte Patil Umang Homes Phase 1,Wagholi,890,Ready To Move,14,Resale,34
30929,2,Shapoorji Pallonji Joyville Hadapsar Annexe Phase 20,Shewalewadi,904, Nov 2026,0,New,65
30930,2,Reputed Builder Uthopia,Dhanori,1000, Mar 2028,0,New,49
30931,1,Jupiter Aayush Park,Talegaon Dabhade,581, Aug 2024,0,New,21
30932,2,Pristine Greens Phase III,Moshi,507, May 2024,0,New,44.99
30933,2,Balaji Kanchanpuram,Wagholi,945, Jan 2021,0,New,42
30934,2,Kolte Patil Green Olive C And D,Hinjewadi,672, Dec 2024,0,New,62.42
30935,3,Kohinoor Viva City,Dhanori,1150, Dec 2026,0,New,65
30936,1,GK Rose Mansion,Tathawade,900,Ready To Move,2,Resale,36.5
30937,2,Goel Ganga Avanta,Mundhwa,975, Jun 2025,0,New,64
30938,2,Gawade Galaxy,Ravet,1000, May 2024,0,New,60
30939,2,VTP Euphoria Phase 3,Manjari,508, Feb 2028,0,New,59.99
30940,3,Ravima Newton Homes,Tathawade,1121, Jan 2025,0,New,61.38
30941,3,Shubh VNSVL Shubh Nirvana Phase 1,Viman Nagar,1266, Dec 2025,0,New,177
30942,3,Anp Universe,Balewadi,1726,Ready To Move,3,Resale,185
30943,2,Majestique 27 Grand Residences Tower 2,Balewadi,1180, Dec 2027,0,New,102
30944,2,Aditya Chintamani Nagar,Bibwewadi,750, Jun 2027,0,New,52
30945,3,Pride Platinum I And J,Baner,1018, Jun 2023,0,New,144
30946,2,Yash Oakwood Hills,Nangargaon,1200,Ready To Move,5,Resale,100
30947,2,Better Vaastushilp,Dhanori,669, Nov 2024,0,New,39.58
30948,4,Pharande Puneville,Tathawade,1942, Feb 2024,0,New,185
30949,2,AR Vetro Apartments Ph I,Wadgaon Sheri,726,Ready To Move,2,Resale,75
30950,3,Mihir Amara Building A4,Wakad,1555, Dec 2026,0,New,100
30951,1,Naiknavare Avon Vista Phase 1 And Phase 2,Talegaon Dabhade,1400, Dec 2025,0,New,37.8
30952,3,Pristine Zircon,Viman Nagar,1550, Apr 2024,0,New,155
30953,2,Unique Legacy Grand,Mundhwa,682, Mar 2024,0,New,57.5
30954,2,Nayan Mountscape A B C,Undri,870,Ready To Move,2,Resale,45
30955,2,Saheel Itrend Life,Wakad,1120, Feb 2023,0,New,63
30956,2,Kumar Samruddhi Society,Lohegaon Road,2000, Jun 2021,0,New,32
30957,4,Sukhwani Kingsley,Thergaon,1776, Nov 2028,0,New,170
30958,3,Greenland Greenland Society,Pimple Saudagar,1355, Jan 2022,0,New,105
30959,2,Bhandari 7 Plumeria Drive Phase 1,Tathawade,1105, Dec 2025,0,New,75
30960,2,Guardian Eastern Meadows Phase 2,Kharadi,535, Dec 2024,0,New,69.02
30961,1,Surana Poonam Garden,Bibwewadi,580,Ready To Move,21,Resale,42
30962,1,Pankaj Mangal Tirth,Ravet,759, Oct 2023,0,New,35.2
30963,3,Supreme Estia,Baner,1600, May 2024,0,New,150
30964,2,Anandgram Talegaon Dhamdere,Ravet,750,Ready To Move,2,Resale,49
30965,3,Manav Silver Skyscapes,Wakad,1400,Ready To Move,10,Resale,100
30966,3,Pharande L Axis,Bhosari,1530, Dec 2027,0,New,123
30967,2,Marvel Brisa,Baner,1417,Ready To Move,4,Resale,135
30968,3,Ashiana Ashiana Malhar,Lohegaon,1585, Oct 2026,0,New,53.5
30969,1,Pratik Dilip Deshmukh Sadashiv Peth,Sadashiv Peth,540, Dec 2024,0,New,55
30970,2,Kohinoor Shangrila,Pimpri,1087, Jan 2021,0,New,73.85
30971,2,Lodha Belmondo,Gahunje,1262, May 2023,0,New,142
30972,1,Puraniks Abitante Phase 1B,Bavdhan,380, Dec 2025,0,New,28
30973,4,Wadhwani Om Manglam Chaitanya,Chinchwad,1758, Sep 2026,0,New,176
30974,2,Paranjape Blue Ridge Project C Land T18 And T19,Hinjewadi,1023, Dec 2024,0,New,85.62
30975,2,RR Riddhi Siddhi Avenue,Marunji,3000,Ready To Move,2,Resale,84.91
30976,2,Pristine Allure Part 1,Kharadi,775, Dec 2027,0,New,91.56
30977,4,Reputed Builder Aditya Enclave,Chinchwad,2400, Nov 2024,0,New,275
30978,1,Jairaj Aaradhyam Phase III,Kondhwa Budruk,541, Nov 2022,0,New,29.5
30979,2,Kohinoor Shangrila,Pimpri,1048,Ready To Move,2,Resale,71
30980,4,Karan Ashiyana,Kharadi,2200,Ready To Move,4,Resale,200
30981,3,Manav Wildwoods,Wagholi,870, Sep 2023,0,New,60
30982,2,Goyal My Home MH14 Punawale,Wakad,1156,Ready To Move,2,Resale,49.7
30983,1,Kolte Patil Ivy Estate Nia,Wagholi,652,Ready To Move,1,Resale,29
30984,2,Jairaj Aaradhyam Phase III,Kondhwa,895, Sep 2025,0,New,46.5
30985,3,Abhinav Pebbles II,Bavdhan,1008,Ready To Move,7,Resale,90
30986,3,Vardaan Parag,Deccan Gymkhana,1700,Ready To Move,4,Resale,220
30987,2,Tulip Infinity World,Baner,1051, May 2026,0,New,86.5
30988,2,Kohinoor Courtyard One,Wakad,1300, Nov 2026,0,New,90
30989,3,Samruddhi Palash,Ravet,1142, Apr 2025,0,New,71.05
30990,2,Shree Sai Divine Bliss,Punawale,1034,Ready To Move,2,Resale,50.27
30991,2,Badhekar Keshar,Kothrud,970, Mar 2024,0,New,180
30992,2,Satyam Shrey B,Bavdhan,1080,Ready To Move,2,Resale,60
30993,3,Mantra Mesmer Phase 4,Mundhwa,1150, Mar 2028,0,New,88
30994,1,Supreme Estia,Hinjawadi Village,580,Ready To Move,5,Resale,19
30995,1,Polite Paradise,Dhanori,675, Nov 2026,0,New,30.37
30996,3,Paranjape Madhukosh,Dhayari,1300,Ready To Move,5,Resale,86
30997,2,Velx Basil Mondale,Mundhwa,969, Nov 2025,0,New,66
30998,1,Gagan Micasaa,Wagholi,522, Nov 2022,0,New,36.62
30999,2,Prasun Sarvam,Kharadi,1066, May 2024,0,New,74
31000,2,Paranjape Blue Ridge,Parvati Darshan,1050,Ready To Move,1,Resale,105
31001,2,Dodke Palazzo,Kothrud,905, Nov 2024,0,New,125
31002,2,VTP Township Codename Pegasus,Kharadi,776, Nov 2024,0,New,84.5
31003,3,Soba Optima Phase II,Vadgaon Budruk,772, Nov 2024,0,New,115
31004,2,Paranjape Yuthika,Baner,1150,Ready To Move,7,Resale,150
31005,3,Tirupati Vasantam,Dhanori,1404, Mar 2023,0,New,125
31006,1,Kakkad La Vida,paud,367, Dec 2027,0,New,10.68
31007,2,PS Splendour County Wagholi,Hadapsar,1250,Ready To Move,2,Resale,74
31008,2,Windsor Maple Woodz,Wagholi,820,Ready To Move,9,Resale,36
31009,3,Marvel Zephyr Building U,Kharadi,1755,Ready To Move,5,Resale,180
31010,1,Medini Aurum,Tathawade,659, Jun 2024,0,New,35.69
31011,2,Vidya Vihar,Karve Nagar,729, Dec 2025,0,New,125
31012,2,Duville Riverdale Heights,Kharadi,724, May 2027,0,New,78.21
31013,1,Rohan Abhilasha,Wagholi,630, Sep 2026,0,New,35
31014,2,Duville Riverdale Grove,Kharadi,1187,Ready To Move,2,Resale,69.88
31015,2,Pristine Prolife III,Wakad,1250, Dec 2023,0,New,58
31016,2,Saheel Itrend Homes Phase III,Hinjewadi,563, Nov 2026,0,New,47.86
31017,2,Bramha Bramha The Collection,Wadgaon Sheri,1104, Dec 2026,0,New,76.8
31018,2,Saheel I Trend Life Plus,Wakad,747, Feb 2025,0,New,78
31019,2,Kohinoor Kaleido,Hinjawadi Village,1076,Ready To Move,5,Resale,19.8
31020,2,Majestique Marbella Phase 1,Kharadi,1120, Dec 2025,0,New,109
31021,2,Karia Konark Orchid,Wagholi,1250,Ready To Move,7,Resale,75
31022,4,Mutha Kamdhenu Park,Wanowrie,3500,Ready To Move,15,Resale,450
31023,2,Pristine Prolife,Ravet,819,Ready To Move,2,Resale,56
31024,3,Goodwill Abode,Maval,3300,Ready To Move,3,Resale,270
31025,2,Vardhaman Moonstone,Tathawade,893,Ready To Move,2,Resale,55.37
31026,1,GK Arise,Tathawade,800,Ready To Move,0,Resale,38
31027,2,Vitthal Bhuvi,Wakad,960, Nov 2026,0,New,65.41
31028,4,Saarrthi Sinclair,Parvati Darshan,1920, Nov 2024,0,New,280
31029,3,Kohinoor Shangrila,Pimpri,809,Ready To Move,10,Resale,96
31030,3,Millennium Emirus,Wakad,1598, Dec 2026,0,New,112
31031,2,Naiknavare Avon Vista Phase 1 And Phase 2,Balewadi,1000,Ready To Move,2,Resale,80
31032,2,Sankla Avani,NIBM Annex Mohammadwadi,849, Dec 2022,0,New,42
31033,3,Enerrgia Skyi Skyi Songbirds Phase C,Bavdhan,1316, Oct 2020,0,New,75.01
31034,2,Gokhale Waves,Wakad,607,Ready To Move,2,Resale,43.4
31035,2,Majestique Venice,Dhayari,988,Ready To Move,2,Resale,47.5
31036,2,Bramha Sun City Phase 2,Kalyani Nagar,1120,Ready To Move,2,Resale,87
31037,1,Ceratec Antara,Kondhwa,651,Ready To Move,1,Resale,28.9
31038,2,Sanklecha Mango Woods,Undri,1120,Ready To Move,8,Resale,73
31039,2,Darode Crossover County,Dhayari,1080, May 2028,0,New,80
31040,3,Siddhi Meghasrushti,Erandwane,1700, Nov 2026,0,New,200
31041,2,Shyama Rainbow Vissta,Ravet,1000,Ready To Move,6,Resale,56
31042,2,Godrej Infinity,Mundhwa,1120,Ready To Move,3,Resale,68
31043,3,Sampada Little Earth Masulkar City Phase 2,Mamurdi,783, Aug 2027,0,New,75
31044,3,Pegasus Megapolis Mystic C,Hinjewadi,1686, May 2025,0,New,135
31045,2,Mahalaxmi Zen Elite,Kharadi,1000, Nov 2026,0,New,90
31046,4,Disha Purple Seasons,Maval,4500, Nov 2021,0,New,625
31047,3,Pride Purple Park Street Villa,Wakad,2500, Dec 2022,0,New,186
31048,3,OM The Island,Wakad,1625, Dec 2025,0,New,108
31049,3,Kolte Patil 24k Stargaze,Bavdhan,1800, Dec 2024,0,New,170
31050,2,Nahar F Residences,Bibwewadi,1147,Ready To Move,2,Resale,120
31051,3,Kumar Surakasha Cooperative Housing Society,Kondhwa,1450, Dec 2023,0,New,78
31052,2,Bhaktamar Residency,Wadgaon Sheri,991, Dec 2022,0,New,69.26
31053,2,Paranjape Gloria Grace,Bavdhan,1000, Aug 2025,0,New,79.84
31054,2,Goel Ganga Aria B1 B2,Dhanori,987, Jul 2025,0,New,62
31055,3,Kohinoor Viva City,Dhanori,1450, Dec 2026,0,New,82
31056,2,Kohinoor Sapphire,Tathawade,1028, Dec 2027,0,New,56.25
31057,2,Majestique Signature Towers,Balewadi,673, Dec 2028,0,New,81.75
31058,3,Sanskruti Jardin,Gahunje,1800, Dec 2026,0,New,145
31059,3,Marvel Isola,NIBM Annex Mohammadwadi,2850, Nov 2021,0,New,190
31060,2,Lodha Belmondo,Gahunje,985, May 2023,0,New,125
31061,3,Clover Highlands,Kondhwa,1775, Dec 2023,0,New,170
31062,1,Reputed Builder Indrayani Society,Kothrud,580,Ready To Move,1,Resale,51
31063,3,Rama Celestial City Phase II Building A E H,Ravet,958, Mar 2024,0,New,86.06
31064,2,Kumar Princetown Royal,Undri,1100, Dec 2024,0,New,54
31065,3,Nyati Elysia II,Kharadi,1582, Feb 2023,0,New,95
31066,1,Bora Realty LLP Samrat Sarthak,Katraj,644,Ready To Move,2,Resale,45
31067,2,Bramha Sun City Phase 2,Kalyani Nagar,1260,Ready To Move,2,Resale,105
31068,2,Urban Skyline Phase I,Ravet,1029, Apr 2023,0,New,47.5
31069,2,Pragati Serene,NIBM Annex Mohammadwadi,679, Aug 2023,0,New,49.84
31070,3,Lohia Vallonia,Bavdhan,1475, May 2023,0,New,150
31071,3,Pride World City,Lohegaon,2621, Dec 2026,0,New,202
31072,1,Spacemint Easterlia,Lohegaon,630,Ready To Move,2,Resale,35.5
31073,2,Shree Palaash Oak,Balewadi,1100, Nov 2023,0,New,90
31074,2,Kolte Patil Three Jewels,Kondhwa,785,Ready To Move,6,Resale,60
31075,4,Rahul Arcus Bldg E,Baner,2918, Apr 2023,0,New,270
31076,2,Rachana Bella Casa,Sus,1280, May 2023,0,New,98
31077,2,Five Star ANP Memento,Wakad,749, Mar 2026,0,New,71
31078,2,Jairaj Aaradhyam Phase II,Marunji,900, Jun 2023,0,New,41.56
31079,2,Mittal Petals,Wakad,1180, May 2027,0,New,85
31080,2,Gagan Adira,Wagholi,1160, Nov 2024,0,New,60
31081,2,Pride Purple Park Astra,Hinjawadi Village,958, May 2025,0,New,69
31082,2,Reputed Builder Raheja Vista Phase 3,NIBM Annex Mohammadwadi,1000,Ready To Move,2,Resale,62
31083,2,Naiknavare Mystique Moods,Viman Nagar,1260,Ready To Move,8,Resale,110
31084,2,OM Tropica Phase II,Ravet,950, Oct 2023,0,New,63
31085,2,Godrej Rejuve,Mundhwa,900, Dec 2024,0,New,72
31086,2,Mind Queenstown,Chinchwad,1350, Dec 2025,0,New,100
31087,2,Goel Ganga Avanta,Hadapsar,750, Aug 2024,0,New,89.57
31088,1,Reputed Builder Oxford Blues,NIBM Annexe,563,Ready To Move,3,Resale,38
31089,3,Goel Ganga Serio,Kharadi,2477, May 2024,0,New,196
31090,3,Soba Savera Saanj,Bibwewadi,1456, Jun 2025,0,New,160
31091,3,Krisna Nirmaan Amorapolis A Wing,Dhanori,877,Ready To Move,1,Resale,79.1
31092,2,Bhandari Vermont,Wagholi,980,Ready To Move,8,Resale,54
31093,3,Godrej River Greens,Manjari,789, Feb 2025,0,New,39.44
31094,1,Majestique Manhattan,Wagholi,630, Jul 2022,0,New,28.5
31095,3,Vishal Leela Heights,Wakad,1425,Ready To Move,3,Resale,98
31096,3,Gagan Adira,Wagholi,1470,Ready To Move,3,Resale,80
31097,1,Shree Sonigara Emotion,Mahalunge,5335, Dec 2026,0,New,140
31098,3,City Sai Signature,Mamurdi,1019, Nov 2025,0,New,74.75
31099,2,Pride Soho,Charholi Budruk,1092, Mar 2026,0,New,60
31100,3,Kolte Patil Life Republic Sector R1 1st Avenue,Hinjewadi,1540, May 2027,0,New,80.67
31101,4,Kolte Patil 24K Stargaze,Bavdhan,2140, Aug 2023,0,New,180
31102,2,N B Bhalchandra Upvan,Tathawade,800, Jul 2023,0,New,46
31103,2,Vedantha Maanya Heights,Tathawade,668, Feb 2022,0,New,48
31104,2,Reputed Builder Ivory Estate,Pashan,7500,Ready To Move,3,Resale,1000
31105,3,Rahul Construction Rahul Downtown,Punawale,1300, Apr 2025,0,New,87
31106,2,Vedanta,Wakad,1079, May 2027,0,New,87
31107,1,Harmony Woods,Sasane Nagar,576,Ready To Move,1,Resale,37
31108,2,Duville Riverdale Heights,Kharadi,724, Nov 2026,0,New,78.21
31109,2,Sukhwani Hermosa Casa,Mundhwa,788, Nov 2022,0,New,73
31110,2,Greens,Ravet,1200, Dec 2025,0,New,51.2
31111,2,Anand Shanti Elixir,Mundhwa,1080,Ready To Move,2,Resale,54.16
31112,3,Neuleaf Lifespace TechD,Bhugaon,1071, Nov 2023,0,New,89
31113,1,Dharmavat Sunder Samruddhi,Dhayari,640, Dec 2024,0,New,41
31114,1,Godrej Hinjewadi,Hinjewadi,510, Dec 2027,0,New,55
31115,2,Gera Park View 1,Anand Nagar,750, Dec 2026,0,New,36
31116,2,Kolte Patil Life Republic Sector R1 1st Avenue,Hinjewadi,609, May 2027,0,New,63.95
31117,2,Engineers Codename Trilogy,Kharadi,800, Nov 2026,0,New,89
31118,3,Nyati Evolve,Mundhwa,1200, Aug 2024,0,New,120
31119,2,Shapoorji Pallonji Joyville Phase 2,Hinjewadi,517, Nov 2022,0,New,51.29
31120,3,Mahesh Galaxy,Gorhe Bk.,1000,Ready To Move,4,Resale,10.75
31121,2,Avalon Avenue,Sus,811, May 2026,0,New,68.14
31122,2,VTP Flamante By VTP Luxe Phase 1,Wagholi,1030, Mar 2028,0,New,85.9
31123,2,Reputed Builder Kumar Pragati,Wakad,1247, Nov 2024,0,New,70.52
31124,3,Nanded Sargam At Nanded City,Dhayari,1477, Mar 2028,0,New,128
31125,3,Nyati Elite,Undri,1528, Jun 2024,0,New,142
31126,3,Reputed Builder Oxford Village Condominium,Wanowrie,1850,Ready To Move,17,Resale,170
31127,2,Goel Satellite,Wanowrie,1050, Dec 2028,0,New,95
31128,2,Harivishva Infinia,Tathawade,1038, Dec 2026,0,New,65
31129,3,Raj Heramba Venkatesh Imperia,Tathawade,1081,Ready To Move,10,Resale,80
31130,1,Kolte Patil IVY Estate,Wagholi,690,Ready To Move,1,Resale,28
31131,3,Kolte Patil 24K Sereno,Baner,1905,Ready To Move,6,Resale,147
31132,2,Pride Aashiyana Phase II,Lohegaon,986,Ready To Move,3,Resale,37
31133,2,Oxy Beaumonde Phase 1,Lohegaon,800, Dec 2024,0,New,95
31134,1,Anushree Astral Residency,Punawale,900,Ready To Move,1,Resale,30
31135,2,Amanora Trendy Homes,Hadapsar,850, May 2028,0,New,83
31136,2,Supreme Estia Phase I,Baner,668, May 2025,0,New,83.99
31137,1,Jairaj Aaradhyam Phase III,Marunji,570,Ready To Move,2,Resale,19
31138,2,F5 Epic,Wagholi,863, Jan 2025,0,New,41
31139,3,Kolte Patil Three Jewels,Kondhwa,1300, Nov 2025,0,New,81
31140,2,Mantra Insignia Building A And B,Mundhwa,475, Feb 2021,0,New,48.82
31141,3,Rachana Bella Casa Tower A,Baner,1118, Nov 2023,0,New,96.99
31142,2,Vaishnavi Home,Ravet,990, Nov 2023,0,New,57
31143,2,Rohan Ananta,Tathawade,1000, Feb 2024,0,New,64.05
31144,2,Kohinoor Kaleido,Kharadi,1035,Ready To Move,2,Resale,79
31145,2,Runal Spacio,Ravet,679, Nov 2022,0,New,56.58
31146,2,Bramha Majesti,Kondhwa,1025,Ready To Move,14,Resale,75
31147,3,Vilas Palash 2e,Wakad,1400,Ready To Move,10,Resale,112
